"Format","AiM CSV File"
"Session","23.077°N, 113.530°E"
"Vehicle","A03_AF25"
"Racer","AGX_26"
"Championship",""
"Comment",""
"Date","Sunday, January 25, 2026"
"Time","1:57 PM"
"Sample Rate","20"
"Duration","89"
"Segment","Session"
"Beacon Markers","89"
"Segment Times","1:29.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"83.250","6.8880","10","-0.1462","-0.2258","-4.8151","-17.6444","-36.6303","-4.2572","26.3000","0.3600","2.9928","23.07710071","113.53023126","55.1146","11.2667","-71.3825","-71.9225","-71.8800","-71.8150","-73.2825","-72.7850","-71.0175","-73.3000","0.6167","0.4891","-2.0938","120.1875","1805.7368","1794.1263","1.3039","0.6663","579.4000","1.0283","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-522.2000","0.0000","0.0000","0.0000","0.0000","0.0000","10.1263","2382.8843","611.0000","2270.6924","953.8461","32.0000","5.0000","3.0000","30.0000","29.0000","11.0751","0.9764","0.0000","10.8000","-0.0720","0.0000","0.0000","0.0000","0.0000","217.6008"
"83.300","6.9359","10","-0.1395","-0.1590","-4.6881","-19.4786","-37.0504","-4.2572","26.3000","0.3600","2.9794","23.07710159","113.53023089","55.1016","11.2700","-70.7750","-71.3275","-71.7900","-71.8350","-72.6175","-72.5600","-71.1475","-73.7100","0.6123","0.5010","-2.0840","120.1875","1803.7053","1786.1578","1.0466","0.7014","579.4000","1.1180","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-264.2632","0.0000","0.0000","0.0000","0.0000","0.0000","10.6526","2386.5684","614.8298","2275.2126","957.0638","32.0000","5.0000","3.0000","30.0000","29.0000","11.0759","0.6097","0.0000","10.8000","-0.0720","0.0000","0.0000","0.0000","0.0000","217.6967"
"83.350","6.9898","10","-0.1135","-0.1035","-4.6177","-19.6652","-31.3137","-4.2579","26.3000","0.3621","3.5526","23.07710254","113.53023065","55.0677","11.2693","-70.4150","-71.0300","-71.8550","-72.5050","-73.0675","-69.0350","-71.9225","-73.0675","0.6194","0.5369","-2.0400","120.1875","1790.0210","1775.6316","0.8506","0.8200","579.4000","1.1180","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-19.5263","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2388.6421","620.1489","2281.0637","961.3192","32.0000","5.0000","3.0000","30.0000","29.0000","11.0380","0.5149","0.0000","10.8000","-0.0661","0.0000","0.0000","0.0000","0.0000","217.7932"
"83.400","7.0520","10","-0.0608","-0.0638","-4.6254","-17.5765","-17.0749","-4.2597","26.3000","0.3671","6.5732","23.07710358","113.53023058","55.0026","11.2627","-70.1650","-71.0525","-71.6125","-72.4150","-72.7675","-72.3125","-72.6925","-73.9875","0.6162","0.5293","-2.0469","120.1875","1783.7053","1773.6526","0.8222","0.8722","579.3096","1.1504","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","119.8105","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2387.5894","618.8125","2282.8750","962.4375","31.5625","5.0000","3.0000","30.0000","29.0000","11.0160","0.3428","0.0000","10.8000","-0.0393","0.0000","0.0000","0.0000","0.0000","217.8905"
"83.450","7.0858","10","-0.0145","-0.0212","-4.5796","-16.3948","-4.1906","-4.2585","26.3210","0.3721","26.9113","23.07710456","113.53023047","54.9375","11.2560","-70.0200","-71.2725","-71.7200","-72.3225","-73.5275","-73.2725","-72.8125","-73.5575","0.6208","0.5286","-2.0752","120.1875","1783.1790","1778.3895","0.9253","0.8722","579.0436","1.2456","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","54.5474","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2387.9263","616.2083","2283.9167","962.9583","31.0417","5.0000","3.0000","30.0000","29.0000","11.0160","0.0639","0.0000","10.8000","-0.0159","0.0000","0.0000","0.0000","0.0000","217.9886"
"83.500","7.0805","10","0.0227","0.0253","-4.4598","-16.4656","6.8231","-4.2534","26.3710","0.3771","16.5158","23.07710548","113.53023030","54.9766","11.2627","-70.2625","-71.3650","-71.6450","-72.6275","-72.3750","-73.3125","-71.8150","-73.2275","0.6255","0.5342","-2.0938","120.1875","1784.7368","1782.0842","1.1102","0.9369","578.9000","1.2970","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","108.7789","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2390.0315","617.4681","2283.0212","961.0425","31.4894","5.0000","3.0000","30.0000","29.0000","11.0258","-0.0974","0.0000","10.8000","-0.0002","0.0000","0.0000","0.0000","0.0000","218.0869"
"83.550","7.1735","10","0.0549","0.0709","-4.3871","-15.9907","16.2251","-4.2537","26.4000","0.3821","7.0367","23.07710647","113.53023014","55.0156","11.2693","-70.3125","-70.7975","-71.6775","-71.8475","-72.9125","-73.4700","-71.9925","-72.7675","0.6367","0.5281","-2.0830","120.1875","1787.3684","1785.2421","1.3371","1.0349","578.9000","1.2970","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","315.0947","0.0000","0.0000","0.0000","0.0000","0.0000","11.2842","2392.4211","619.0417","2282.0000","959.0625","32.0000","5.0000","3.0000","30.0000","29.0000","11.0448","-0.1500","0.0000","10.8000","0.0170","0.0000","0.0000","0.0000","0.0000","218.1856"
"83.600","7.4025","10","0.0802","0.1153","-4.3794","-14.7623","23.4013","-4.2614","26.4000","0.3871","5.0345","23.07710758","113.53023000","55.0156","11.2720","-70.6800","-71.7900","-72.4225","-72.3175","-72.9050","-72.6075","-72.0100","-72.6875","0.6250","0.5176","-2.0742","120.1875","1791.2000","1803.2000","1.3759","0.7605","578.9000","1.2970","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","556.6526","0.0000","0.0000","0.0000","0.0000","0.0000","11.8105","2395.0527","620.0833","2282.0000","960.6250","32.0000","5.0000","3.0000","30.0000","29.0000","11.0637","-0.3495","0.0000","10.8000","0.0359","0.0000","0.0000","0.0000","0.0000","218.2859"
"83.650","7.5206","10","0.0867","0.1251","-4.3524","-14.1806","24.9789","-4.2653","26.4210","0.3921","4.7918","23.07710859","113.53022983","54.9896","11.2720","-70.9075","-72.2625","-72.2475","-72.5425","-73.0850","-72.8575","-72.8925","-73.2125","0.6086","0.4774","-2.0674","120.1875","1795.4105","1825.8315","1.3553","0.3685","578.9000","1.2970","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","828.2316","0.0000","0.0000","0.0000","0.0000","0.0000","11.6632","2392.2947","620.6170","2281.4893","961.4894","32.0000","5.0000","3.0000","30.0000","29.0000","11.0827","-0.6390","0.0000","10.8000","0.0228","0.0000","0.0000","0.0000","0.0000","218.3893"
"83.700","7.4858","10","0.0674","0.0873","-4.2986","-14.4919","18.8249","-4.2639","26.4710","0.3971","6.3288","23.07710947","113.53022961","54.9818","11.2720","-70.7800","-71.5775","-70.9800","-72.3525","-72.3900","-73.2525","-72.9050","-73.1550","0.6108","0.4912","-2.0762","120.1823","1791.9263","1808.6316","1.1661","0.2338","579.0032","1.1592","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","562.5474","0.0000","0.0000","0.0000","0.0000","0.0000","11.1368","2386.5054","617.4255","2277.2341","957.2341","32.0000","5.0000","3.0000","30.0000","29.0000","11.0607","-0.7844","0.0000","10.8000","-0.0198","0.0000","0.0000","0.0000","0.0000","218.4936"
"83.750","7.5461","10","0.0474","0.0537","-4.1981","-14.3517","12.8353","-4.2673","26.5000","0.4000","9.3570","23.07711047","113.53022944","55.0469","11.2720","-70.5925","-71.5425","-71.1700","-72.4175","-71.7775","-73.3650","-72.9275","-73.8600","0.6079","0.5195","-2.0850","120.1562","1787.1895","1784.9474","0.9495","0.1409","579.1594","0.9503","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-5.3474","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.6106","613.7500","2273.2500","953.2500","32.0000","5.0000","3.0000","30.0000","29.0000","11.0228","-0.8739","0.0000","10.8000","-0.0533","0.0000","0.0000","0.0000","0.0000","218.5978"
"83.800","7.7379","10","0.0264","0.0258","-4.0328","-13.5882","7.0728","-4.2773","26.5000","0.4000","17.4121","23.07711164","113.53022932","55.1120","11.2720","-70.8250","-71.4050","-71.2500","-71.7025","-73.0525","-72.6925","-72.5700","-74.4725","0.6055","0.5801","-2.0859","120.1302","1789.0210","1776.4210","1.1438","0.5185","579.2000","0.9822","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-248.0316","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.0842","608.5417","2270.1250","950.1250","32.0000","5.0000","3.0000","30.0000","29.0000","11.0005","-0.0053","0.0000","10.8000","-0.0812","0.0000","0.0000","0.0000","0.0000","218.7032"
"83.850","7.8655","10","0.0075","0.0055","-3.8704","-12.9913","1.9765","-4.2759","26.5000","0.4000","63.3377","23.07711274","113.53022919","55.1354","11.2693","-70.3500","-71.6375","-75.2400","-72.4550","-73.4700","-71.5125","-70.6100","-73.5125","0.6250","0.5679","-2.0801","120.1667","1790.6842","1769.3789","1.3534","0.9023","579.2000","1.0987","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-376.4526","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2385.3264","606.0213","2268.6809","948.5106","32.0000","5.0000","3.0000","30.0000","29.0000","10.9815","1.0737","0.0000","10.8000","-0.0920","0.0000","0.0000","0.0000","0.0000","218.8112"
"83.900","7.9046","10","-0.0084","-0.0042","-3.7119","-12.6247","-2.2001","-4.2588","26.5000","0.4000","57.1814","23.07711376","113.53022905","55.1484","11.2660","-71.0375","-71.6875","-72.3250","-72.4675","-72.7650","-72.8350","-71.5625","-73.2075","0.6401","0.4771","-2.0781","120.2188","1785.4210","1775.6947","1.5340","1.0777","579.2000","1.1150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-237.8421","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2386.9053","609.2128","2270.8086","950.1064","32.0000","5.0000","3.0000","30.0000","29.0000","10.9974","0.3417","0.0000","10.8000","-0.0962","0.0000","0.0000","0.0000","0.0000","218.9206"
"83.950","7.8011","10","-0.0165","-0.0185","-3.6041","-12.8485","-4.3272","-4.2430","26.5210","0.4000","28.6925","23.07711463","113.53022886","55.1510","11.2613","-71.9225","-72.3175","-66.9000","-73.0675","-72.7300","-72.1275","-72.3900","-74.1325","0.6394","0.4532","-2.0879","120.2292","1781.2527","1782.0105","1.7244","1.1375","579.2000","1.1150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-48.3684","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2386.0105","610.3125","2271.0833","951.6875","32.0000","5.0000","3.0000","30.0000","29.0000","11.0167","-0.5480","0.0000","10.8000","-0.0672","0.0000","0.0000","0.0000","0.0000","219.0300"
"84.000","7.5009","10","-0.0138","-0.0390","-3.5665","-13.8879","-3.6241","-4.2288","26.5710","0.4000","32.9408","23.07711531","113.53022861","55.1380","11.2547","-70.6450","-71.0725","-70.8300","-72.1900","-72.6975","-73.4075","-71.9750","-73.5775","0.6318","0.4871","-2.0879","120.1771","1782.8315","1788.3263","1.9668","0.5908","579.2000","1.1150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-228.9579","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.9583","608.7500","2269.0000","953.2500","32.0000","5.0000","3.0000","30.0000","29.0000","11.0546","-1.4480","0.0000","10.8000","-0.0309","0.0000","0.0000","0.0000","0.0000","219.1375"
"84.050","7.2651","11","-0.0205","-0.0610","-3.5210","-14.5213","-5.4608","-4.2130","26.6000","0.4000","21.1741","23.07711603","113.53022836","55.1250","11.2480","-71.3725","-71.5475","-71.2775","-71.4225","-73.1600","-72.6375","-71.9275","-73.5950","0.6382","0.5369","-2.0518","120.1250","1785.2316","1799.0210","2.0698","0.1621","579.1750","1.1166","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-437.7158","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2383.9167","611.3192","2271.3191","955.3830","32.0000","5.0000","3.0000","30.0000","29.0000","11.0903","-2.1345","0.0000","10.8000","-0.1234","0.0000","0.0000","0.0000","0.0000","219.2406"
"84.100","7.1182","11","-0.0402","-0.0849","-3.4646","-14.5940","-10.8049","-4.1949","26.6000","0.4000","10.4851","23.07711679","113.53022811","55.0469","11.2513","-71.4050","-73.0000","-70.9250","-72.1525","-74.0900","-73.1200","-72.3575","-73.7825","0.6421","0.5684","-2.0527","120.1250","1789.9684","1822.1790","1.7758","0.0692","578.7584","1.1437","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-755.6105","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2383.6382","617.7021","2277.7021","958.0425","32.0000","5.0000","3.0000","30.0000","29.0000","11.1092","-1.2556","0.0000","10.8000","-0.2257","0.0000","0.0000","0.0000","0.0000","219.3411"
"84.150","7.0015","11","-0.0522","-0.1005","-3.3147","-15.1871","-14.2244","-4.1741","26.6210","0.4000","7.8338","23.07711753","113.53022784","54.9688","11.2547","-70.5875","-73.6175","-71.7150","-71.9975","-73.1475","-72.7775","-72.8050","-73.1825","0.6252","0.5566","-2.0781","120.1250","1793.9474","1826.9579","1.4948","0.0321","578.4000","1.1670","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1050.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2388.9575","622.0000","2282.0000","961.6667","32.0000","5.0000","3.0000","30.0000","29.0000","11.1157","-0.4114","0.0000","10.8000","-0.2583","0.0000","0.0000","0.0000","0.0000","219.4396"
"84.200","6.9263","11","-0.0537","-0.1046","-3.0358","-16.4988","-14.9864","-4.1496","26.6710","0.4000","7.3558","23.07711822","113.53022756","54.9531","11.2540","-71.2250","-71.7975","-72.1375","-71.4125","-72.8850","-72.7400","-71.8775","-72.8000","0.6035","0.5195","-2.0957","120.1250","1796.5790","1799.0631","1.2369","0.0940","578.4000","1.1670","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1200.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2391.9895","625.1250","2285.1250","965.8333","32.0000","5.0000","3.0000","30.0000","29.0000","11.0778","0.3097","0.0000","10.8000","-0.2900","0.0000","0.0000","0.0000","0.0000","219.5368"
"84.250","6.7996","11","-0.0558","-0.1092","-2.7856","-17.5269","-15.9775","-4.1182","26.7000","0.4000","6.7732","23.07711886","113.53022730","54.9792","11.2507","-70.5350","-71.6475","-72.2925","-72.0475","-72.8225","-72.6975","-72.5275","-73.0650","0.6008","0.5469","-2.1016","120.1250","1795.8210","1784.2421","1.0857","0.1274","578.5355","1.1379","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1343.1790","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2387.7791","624.0851","2283.7021","965.0851","32.0000","5.0000","3.0000","30.0000","29.0000","11.0459","0.8168","0.0000","10.8000","-0.3153","0.0000","0.0000","0.0000","0.0000","219.6325"
"84.300","6.6014","11","-0.0588","-0.1146","-2.5749","-18.1633","-17.2853","-4.0774","26.7000","0.4000","6.0783","23.07711944","113.53022709","55.0052","11.2480","-71.0050","-70.6900","-72.9950","-72.5025","-73.1800","-72.5825","-70.9025","-73.1250","0.6118","0.5342","-2.0957","120.1250","1791.0842","1784.7684","1.0599","0.1274","579.0563","1.0259","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1464.7579","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.8210","621.4255","2280.5107","962.4255","32.0000","5.0000","3.0000","30.0000","29.0000","11.0270","0.8695","0.0000","10.8000","-0.3395","0.0000","0.0000","0.0000","0.0000","219.7263"
"84.350","6.3678","11","-0.0546","-0.1109","-2.3021","-18.8806","-16.4249","-4.0347","26.7210","0.3979","6.1703","23.07711993","113.53022685","55.0312","11.2480","-70.4950","-71.9700","-71.6025","-72.0375","-72.8825","-72.9300","-71.6125","-73.4400","0.6130","0.4915","-2.0664","120.1250","1787.8210","1785.8842","1.3490","0.1534","579.4000","0.9520","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1577.2106","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.2947","621.0000","2282.1875","962.8750","32.0000","5.0000","3.0000","30.0000","29.0000","11.0080","0.6347","0.0000","10.8000","-0.3600","0.0000","0.0000","0.0000","0.0000","219.8173"
"84.400","6.0851","11","-0.0406","-0.0944","-1.9435","-19.7097","-12.5705","-3.9891","26.7710","0.3929","7.7044","23.07712029","113.53022658","55.0573","11.2480","-71.1625","-72.2500","-70.9450","-72.1475","-72.7075","-72.6325","-73.0725","-73.2375","0.6045","0.4985","-2.0742","120.1250","1785.7158","1787.4631","1.8854","0.1998","579.4000","0.9520","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1671.9474","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2384.6948","621.0000","2284.7917","963.9167","32.0000","5.0000","3.0000","30.0000","29.0000","10.9891","0.0032","0.0000","10.8000","-0.3550","0.0000","0.0000","0.0000","0.0000","219.9051"
"84.450","5.9086","11","-0.0279","-0.0807","-1.5121","-19.9059","-8.8905","-3.9370","26.8000","0.3921","10.5773","23.07712076","113.53022635","55.0521","11.2507","-70.6825","-71.6725","-71.6625","-72.2925","-72.6875","-72.9300","-72.4725","-73.0825","0.5298","0.5684","-2.1709","120.1250","1799.5895","1781.7473","1.8057","0.2190","579.4000","0.9520","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1835.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11.0000","2386.2737","620.5106","2284.0212","964.0000","32.0000","5.0000","3.0000","30.0000","29.0000","10.9701","0.9015","0.0000","10.8000","-0.2955","0.0000","0.0000","0.0000","0.0000","219.9887"
"84.500","5.8785","11","-0.0168","-0.0706","-0.9804","-19.2282","-5.4514","-3.8760","26.8000","0.3971","17.1623","23.07712136","113.53022617","55.0391","11.2540","-70.4050","-72.0350","-71.3400","-72.0500","-73.0025","-72.5275","-71.7875","-73.2725","0.5034","0.6846","-2.1250","120.1250","1821.6947","1772.2737","1.4085","0.2242","579.4000","0.9520","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-2085.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.1579","2348.0632","619.9167","2282.8750","963.8333","31.9792","5.0000","3.0000","30.0000","29.0000","10.9512","3.2120","0.0000","10.8000","-0.2858","0.0000","0.0000","0.0000","0.0000","220.0708"
"84.550","5.8329","11","-0.0080","-0.0619","-0.4598","-18.8066","-2.6773","-3.8176","26.8210","0.4000","34.6750","23.07712195","113.53022599","55.0417","11.2520","-70.9525","-71.5475","-71.9850","-73.1550","-73.0100","-73.2250","-71.9500","-73.2075","0.6638","0.6160","-1.9019","120.1250","1814.2000","1761.6000","0.8781","1.3308","579.4337","1.0753","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1918.0631","0.0000","0.0000","0.0000","0.0000","0.0000","2.8947","2275.9580","617.8333","2279.7500","959.6667","31.4583","5.0000","3.0000","30.0000","29.0000","10.8970","4.4228","0.0000","10.8000","-0.3447","0.0000","0.0000","0.0000","0.0000","220.1523"
"84.600","5.7661","11","-0.0025","-0.0548","0.0452","-18.7389","-0.8213","-3.7628","26.8710","0.4000","111.7394","23.07712252","113.53022583","55.0677","11.2420","-71.1150","-71.2800","-71.9675","-72.5350","-72.6325","-72.5875","-72.9450","-73.6075","0.8096","0.5635","-1.8086","120.1250","1797.3579","1750.5474","0.3056","2.7854","579.4863","1.2679","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1395.9579","0.0000","0.0000","0.0000","0.0000","0.0000","2.0105","2266.5054","615.9362","2276.8723","955.8723","31.0000","5.0000","3.0000","30.0000","29.0000","10.8212","4.9597","0.0000","10.8000","-0.1858","0.0000","0.0000","0.0000","0.0000","220.2331"
"84.650","5.6664","11","0.0077","-0.0406","0.4056","-19.2775","2.7625","-3.7197","26.9210","0.3979","32.6463","23.07712304","113.53022564","55.0938","11.2320","-71.0200","-70.9875","-70.8875","-73.3725","-72.9300","-72.0175","-72.3900","-73.3725","0.6741","0.4460","-2.2227","120.1250","1790.9263","1779.7789","0.2298","3.2862","578.7128","1.8718","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-313.6842","0.0000","0.0000","0.0000","0.0000","0.0000","3.5895","2292.2947","615.4042","2275.8086","954.8085","31.0000","5.0000","3.0000","30.0000","29.0000","10.9091","3.0334","0.0000","10.8000","0.1742","0.0000","0.0000","0.0000","0.0000","220.3129"
"84.700","5.5215","11","0.0244","-0.0166","0.5661","-20.6535","8.7321","-3.6929","26.9710","0.3929","10.0637","23.07712347","113.53022540","55.0677","11.2387","-71.4725","-71.4625","-73.2075","-72.7750","-73.8925","-73.0400","-72.2500","-73.3650","0.5156","0.3711","-2.4922","120.1510","1786.1895","1815.5685","0.2350","3.6318","577.6489","2.6202","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1083.6842","0.0000","0.0000","0.0000","0.0000","0.0000","5.1684","2312.2422","614.8750","2275.0000","954.6250","31.0000","5.0000","3.0000","30.0000","29.0000","11.0607","0.1492","0.0000","10.8000","0.3981","0.0000","0.0000","0.0000","0.0000","220.3911"
