"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"0.900","3.5542","10","-0.0703","0.0772","0.3290","-87.7560","0.2412","13.9949","22.5880","0.1500","234.5662","23.07707544","113.53031918","44.9271","11.3339","-84.0750","-84.8625","-85.3500","-86.6875","-87.1500","-87.0250","-86.7000","-87.7500","0.6904","0.5151","-2.1191","118.5042","627.1579","583.3052","3.0086","2.9627","549.3128","1.6298","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","26.5263","37.7368","0.0000","0.0000","-13.1579","2063.7368","466.7708","2511.7708","964.3125","31.0000","7.0000","7.0000","27.0000","26.0000","3.7576","3.0572","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.5710"
"0.950","3.6973","10","-0.0284","0.0769","0.3218","-88.4381","1.2460","13.9974","22.5380","0.1500","47.2269","23.07707533","113.53031872","44.8620","11.3205","-84.3500","-85.3375","-84.2750","-86.4500","-86.5375","-87.1750","-85.4750","-88.1250","0.6987","0.5232","-2.1055","118.5302","650.7789","609.6000","3.0055","2.9406","549.3000","1.6350","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.4211","38.7895","0.0000","0.0000","-10.5263","2094.7896","466.1702","2511.1702","962.9255","31.0000","7.0000","7.0000","27.0000","26.0000","3.9282","2.6466","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.6220"
"1.000","3.8129","10","0.0041","0.0763","0.3150","-88.6793","2.3401","14.0004","22.5000","0.1500","25.9326","23.07707521","113.53031826","44.7969","11.3072","-84.3000","-85.3500","-84.1500","-86.3250","-86.9750","-86.2750","-86.1750","-87.3500","0.6934","0.5386","-2.1055","118.5563","673.9368","639.6000","2.9797","2.9458","549.3000","1.6350","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.0000","38.1579","0.0000","0.0000","-8.7368","2121.6316","465.1064","2510.1064","960.2659","31.0000","7.0000","7.0000","27.0000","26.0000","4.0953","2.3545","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.6745"
"1.050","3.8417","10","0.0068","0.0751","0.3099","-87.5244","3.7168","14.0051","22.5000","0.1500","16.4503","23.07707505","113.53031779","44.8109","11.3116","-83.0500","-84.8125","-84.5875","-86.6125","-88.1250","-86.4125","-85.6875","-88.1750","0.6755","0.5437","-2.1279","118.5625","698.7692","667.2308","2.9655","2.9486","549.3000","1.6350","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.0000","37.1053","0.0000","0.0000","-7.1579","2147.4211","465.4688","2511.8750","960.9375","31.0000","7.0000","7.0000","27.0000","26.0000","4.2469","2.6019","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.7278"
"1.100","3.9318","10","0.0079","0.0743","0.4872","-85.9836","4.2577","14.0191","22.4880","0.1500","14.6973","23.07707496","113.53031731","44.8500","11.3216","-84.0500","-85.5875","-84.6375","-86.5875","-87.7250","-87.2500","-85.9000","-88.3375","0.6870","0.5410","-2.1191","118.5625","729.5385","686.4615","2.9924","2.9432","549.3000","1.6350","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.0000","37.9474","0.0000","0.0000","-4.1579","2189.3157","465.9896","2513.9583","961.9792","31.0000","7.0000","7.0000","27.0000","26.0000","4.3931","2.7417","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.7825"
"1.150","4.2159","10","0.0040","0.0746","1.2421","-83.2210","2.1516","14.0621","22.4380","0.1500","31.1845","23.07707514","113.53031680","44.8750","11.3280","-84.8750","-86.4125","-85.1750","-87.4125","-88.0125","-86.7375","-86.7500","-87.4625","0.6912","0.5042","-2.1045","118.5531","752.2553","707.5745","3.0086","2.9525","549.3000","1.6350","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.0000","39.0000","0.0000","0.0000","-1.0000","2233.0000","466.5213","2512.9575","963.5638","31.0000","7.0000","7.0000","27.0000","26.0000","4.5258","2.6048","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.8402"
"1.200","4.4491","10","-0.0006","0.0767","1.8323","-81.6981","-0.2416","14.0975","22.3880","0.1500","293.0602","23.07707527","113.53031627","44.8750","11.3280","-84.5500","-86.1625","-85.0125","-86.8250","-87.2250","-87.1625","-85.3875","-86.6500","0.6807","0.4709","-2.1113","118.5271","762.8936","731.5106","3.0086","2.9838","549.3320","1.6570","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25.0989","37.3517","0.0000","0.0000","1.1978","2261.5715","467.0000","2512.1042","964.8438","31.0000","7.0000","7.0000","27.0000","26.0000","4.6584","2.0960","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.9011"
"1.250","4.5212","10","-0.0075","0.0845","1.9010","-84.1006","-3.5445","14.1086","22.3380","0.1500","20.3011","23.07707522","113.53031569","44.8750","11.3280","-83.7875","-85.7125","-84.9375","-85.4250","-86.8500","-86.8625","-85.0500","-86.7500","0.6843","0.4686","-2.1113","118.5010","777.3052","767.3579","2.9898","2.9908","549.4915","1.7671","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25.7128","36.0957","0.0000","0.0000","3.0000","2285.0957","467.0000","2513.1458","963.2812","31.0000","7.0000","7.0000","27.0000","26.0000","4.7910","0.9802","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.9638"
"1.300","4.5959","10","-0.0121","0.0908","1.9185","-86.1599","-5.6833","14.1179","22.3000","0.1512","12.8703","23.07707518","113.53031510","44.8750","11.3216","-85.2750","-85.4750","-85.0375","-86.5750","-86.3125","-86.7500","-85.5625","-88.0125","0.7129","0.4861","-2.0898","118.5750","795.2000","814.2000","2.9537","2.9753","549.4834","1.8638","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.1170","36.6277","0.0000","0.0000","3.0000","2285.6277","466.9043","2513.7126","962.0000","31.0000","7.0000","7.0000","27.0000","26.0000","4.9237","0.0564","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0275"
"1.350","4.6790","10","-0.0090","0.0926","1.7740","-87.1320","-4.1362","14.1210","22.3000","0.1562","18.0043","23.07707512","113.53031449","44.8750","11.3149","-85.7875","-85.1875","-85.4625","-86.6875","-85.7875","-87.4000","-85.9375","-87.2125","0.7136","0.5535","-2.1045","118.6531","814.6044","836.0879","2.8432","2.8626","549.1188","1.9321","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.5263","36.6842","0.0000","0.0000","3.1579","2286.4736","466.3723","2512.1169","962.0000","31.0000","7.0000","7.0000","27.0000","26.0000","5.0563","-0.6594","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0922"
"1.400","4.8382","10","-0.0111","0.0940","1.6315","-88.0518","-4.7327","14.1258","22.3000","0.1600","16.2706","23.07707506","113.53031385","44.8823","11.3120","-83.2625","-85.4250","-84.6625","-88.0250","-87.6875","-87.2625","-85.7500","-88.0375","0.6919","0.5942","-2.1250","118.6729","834.9341","842.6813","2.6870","2.6903","548.9000","1.9730","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.9474","35.6316","0.0000","0.0000","3.6842","2288.0527","465.8438","2511.0000","961.6875","30.8438","7.0000","7.0000","27.0000","26.0000","5.1779","-0.3251","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.1591"
"1.450","5.2385","10","-0.0293","0.0943","1.4951","-88.8059","-12.1174","14.1356","22.3000","0.1600","6.8805","23.07707502","113.53031311","44.8953","11.3120","-84.2750","-84.9500","-84.3875","-86.2250","-87.3875","-87.0375","-85.2875","-87.2625","0.6733","0.5659","-2.1152","118.6469","859.8511","849.9575","2.5307","2.5057","548.9000","1.9730","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.2105","34.7895","0.0000","0.0000","3.1579","2278.2632","465.3229","2511.0000","960.6458","30.3229","7.0000","7.0000","27.0000","26.0000","5.2916","0.7697","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.2311"
"1.500","5.5315","10","-0.0416","0.0917","1.3867","-89.2758","-16.9717","14.1430","22.2880","0.1600","5.1873","23.07707498","113.53031238","44.9062","11.3131","-84.0375","-85.6625","-85.7250","-86.1375","-87.3375","-86.2500","-85.0375","-87.3000","0.6553","0.5459","-2.1035","118.6208","885.9149","857.4042","2.3743","2.3180","548.9000","1.9730","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.7368","34.2632","0.0000","0.0000","1.0526","2251.4211","465.0000","2510.5957","959.5958","30.0000","7.0000","7.0000","27.0000","26.0000","5.3924","1.1952","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.3069"
"1.550","5.4848","10","-0.0348","0.0801","1.3667","-88.8452","-13.8130","14.1425","22.2380","0.1600","6.3197","23.07707493","113.53031169","44.9062","11.3197","-84.3750","-85.3250","-84.7125","-86.2500","-87.2750","-86.4625","-85.0500","-87.7250","0.6440","0.5520","-2.1094","118.5948","900.5895","876.8842","2.2384","2.2033","548.9000","1.9730","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21.0000","33.4737","0.0000","0.0000","0.2632","2243.7896","465.0000","2509.5320","958.5319","30.0000","7.0000","7.0000","27.0000","26.0000","5.4872","1.3057","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.3833"
"1.600","5.4741","10","-0.0268","0.0671","1.3245","-88.6583","-10.2857","14.1416","22.2000","0.1600","8.4702","23.07707485","113.53031098","44.9062","11.3264","-84.8500","-84.9875","-85.0250","-86.5000","-87.2500","-86.2125","-86.1625","-87.9125","0.6357","0.5830","-2.1191","118.5687","914.4835","896.8792","2.1060","2.0961","548.7405","1.8217","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21.0000","32.4211","0.0000","0.0000","0.7895","2255.3684","465.2604","2509.5208","959.5625","30.0000","7.0000","7.0000","27.0000","26.0000","5.5671","2.3604","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.4593"
"1.650","5.5770","10","-0.0147","0.0495","1.2120","-89.2428","-5.5912","14.1394","22.2000","0.1600","15.8752","23.07707467","113.53031027","44.9755","11.3255","-85.4875","-85.1375","-84.9875","-85.9125","-87.9000","-86.8750","-85.6875","-87.7375","0.6292","0.5781","-2.1221","118.5823","938.6594","890.8351","2.0576","2.0423","548.4745","1.5696","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.6842","32.9474","0.0000","0.0000","2.5789","2278.3157","465.7812","2510.5625","962.6875","30.0000","7.0000","7.0000","27.0000","26.0000","5.6429","3.6815","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.5358"
"1.700","5.6664","10","-0.0007","0.0361","1.1587","-89.3743","-0.3038","14.1410","22.1880","0.1600","296.8645","23.07707452","113.53030955","45.0667","11.3221","-84.1750","-85.5375","-84.6875","-85.7500","-87.7125","-87.1125","-84.8000","-87.2875","0.6431","0.5259","-2.1074","118.6083","957.2553","890.3617","2.0167","1.9982","548.7750","1.4964","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.1579","34.5263","0.0000","0.0000","5.2105","2308.8420","466.3085","2511.3086","963.3830","30.0000","7.0000","7.0000","27.0000","26.0000","5.7187","3.3629","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.6136"
"1.750","5.7128","10","0.0192","0.0363","1.2929","-88.0716","6.8611","14.1546","22.1380","0.1600","13.2517","23.07707452","113.53030886","45.0828","11.3200","-84.2625","-84.9250","-85.1250","-85.3000","-86.5750","-84.0250","-85.6750","-87.2375","0.6741","0.5105","-2.0781","118.6250","953.5319","912.1702","2.0063","1.9929","549.2958","1.4927","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.7292","33.9062","0.0000","0.0000","7.0938","2335.1355","466.8404","2511.8403","962.3192","30.0000","7.0000","7.0000","27.0000","26.0000","5.7945","2.8208","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.6923"
"1.800","5.7339","9","0.0327","0.0344","1.3753","-87.1602","11.6959","14.1654","22.1000","0.1588","7.8026","23.07707452","113.53030817","44.9656","11.3200","-84.4250","-84.8000","-85.2500","-85.5875","-86.3625","-85.8000","-87.9875","-88.0500","0.6777","0.4915","-2.0703","118.6250","953.1667","932.6667","1.9910","1.9861","549.4000","1.4920","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21.7708","32.3438","0.0000","0.0000","8.6562","2359.6145","465.4615","2511.2307","962.0000","30.0000","7.0000","7.0000","27.0000","26.0000","5.8517","2.0312","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.7718"
"1.850","5.6755","9","0.0258","0.0258","1.2935","-87.4875","9.1519","14.1668","22.1000","0.1538","9.8699","23.07707451","113.53030747","44.8484","11.3200","-83.6375","-84.7625","-84.2000","-85.0875","-86.9750","-87.0875","-85.5500","-88.1000","0.6426","0.4828","-2.1172","118.6250","959.9375","950.3750","1.9655","1.9759","549.4000","1.4920","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.0000","32.4149","0.0000","0.0000","9.4149","2369.9788","463.2637","2510.1318","962.0000","30.0000","7.0000","7.0000","27.0000","26.0000","5.9085","1.2718","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.8512"
"1.900","5.6823","9","0.0185","0.0192","1.2320","-87.9824","6.4925","14.1712","22.0880","0.1512","13.9293","23.07707453","113.53030675","44.8187","11.3232","-83.7875","-84.8000","-84.2375","-86.1375","-86.9250","-86.9500","-85.6125","-87.6625","0.6323","0.5195","-2.1406","118.6750","969.9575","966.1064","1.9565","1.9698","549.4000","1.4920","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.0000","32.9468","0.0000","0.0000","9.9468","2376.3618","464.8526","2512.3157","962.0000","30.0000","7.0000","7.0000","27.0000","26.0000","5.9654","0.9192","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.9301"
"1.950","5.8955","9","0.0099","0.0193","1.2349","-89.0076","3.4679","14.1851","22.0380","0.1562","27.0565","23.07707462","113.53030597","44.7927","11.3265","-84.7250","-85.2125","-85.0625","-86.1875","-86.8750","-87.8750","-80.7625","-87.7625","0.6584","0.5334","-2.0967","118.7271","984.8511","978.8723","1.9721","1.9698","549.4000","1.4920","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.4737","32.5263","0.0000","0.0000","10.0000","2377.9473","466.9579","2514.9473","962.0000","30.0000","6.9053","7.0000","27.0000","26.0000","6.0256","0.6006","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0100"
"2.000","6.0688","9","-0.0004","0.0227","1.2584","-89.0959","-0.1188","14.2000","22.0000","0.1588","813.0832","23.07707474","113.53030518","44.8104","11.3243","-83.9375","-85.4125","-84.9500","-85.7750","-86.8250","-86.1250","-84.9000","-87.4625","0.6670","0.5503","-2.0742","118.7208","995.2842","986.9158","1.9769","1.9725","549.3469","1.5207","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.0000","32.0000","0.0000","0.0000","10.0000","2379.0000","467.0000","2514.4788","962.5213","30.0000","6.3789","7.0000","27.0000","26.0000","6.1014","0.4375","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0924"
"2.050","6.1158","9","-0.0160","0.0364","1.3471","-86.2172","-5.4855","14.2178","22.0000","0.1538","17.7443","23.07707491","113.53030440","44.8625","11.3176","-83.3375","-85.6375","-85.0750","-86.9875","-87.1625","-86.6750","-86.3500","-87.1250","0.6423","0.5466","-2.1094","118.6687","1001.6000","990.6000","1.9718","1.9776","549.3000","1.5460","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.0000","32.5494","0.0000","0.0000","10.5495","2381.1978","466.9479","2513.8958","962.7917","30.0000","6.0000","7.0000","27.0000","26.0000","6.1666","0.2935","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.1768"
"2.100","6.1595","9","-0.0293","0.0440","1.3668","-84.7979","-9.9896","14.2290","21.9880","0.1500","9.8132","23.07707502","113.53030361","44.9000","11.3120","-83.3500","-84.6375","-84.5750","-86.9125","-85.2000","-87.0875","-85.0750","-87.5125","0.6353","0.5200","-2.1328","118.6292","1005.7033","1003.9231","1.9665","1.9729","549.3000","1.5460","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.9043","33.0957","0.0000","0.0000","10.9043","2381.8511","466.4271","2512.8542","960.7083","30.0000","6.0000","7.0000","27.0000","26.0000","6.2045","0.1987","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.2619"
"2.150","6.1927","9","-0.0350","0.0324","1.1683","-88.0000","-11.7626","14.2190","21.9380","0.1500","8.3791","23.07707491","113.53030278","44.8609","11.3120","-82.9250","-85.1750","-85.0875","-85.9125","-86.5875","-87.0250","-85.3500","-87.5750","0.6458","0.4718","-2.1182","118.6552","1008.4506","1023.1539","1.9611","1.9622","549.3000","1.5476","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.3723","33.6277","0.0000","0.0000","10.3723","2375.4680","466.0000","2511.9043","959.0000","30.0000","6.0000","7.0000","27.0000","26.0000","6.2496","-0.2260","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.3476"
"2.200","6.2034","9","-0.0394","0.0249","1.0037","-90.8695","-13.1084","14.2110","21.9000","0.1512","7.5319","23.07707481","113.53030195","44.8219","11.3120","-84.1125","-84.4750","-84.9500","-86.2875","-86.4125","-87.4000","-84.7000","-86.9125","0.6499","0.4653","-2.0898","118.6813","1012.4042","1032.1063","1.9683","1.9600","549.3000","1.5556","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.1579","34.0000","0.0000","0.0000","10.0000","2371.1580","466.0000","2511.3723","959.0000","30.0000","6.0000","7.0000","27.0000","26.0000","6.3064","-1.1892","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.4337"
"2.250","6.1428","9","-0.0396","0.0304","0.9468","-92.6859","-13.1015","14.2090","21.9000","0.1562","7.4621","23.07707472","113.53030114","44.8224","11.3196","-84.3875","-83.9000","-85.3750","-86.2375","-86.8500","-86.9500","-85.7500","-87.6000","0.6575","0.4829","-2.0781","118.6479","1016.6595","1038.4894","1.9788","1.9600","549.3000","1.5610","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.6842","34.0000","0.0000","0.0000","10.0000","2371.6843","466.3125","2511.9375","959.0000","30.0000","6.0000","7.0000","27.0000","26.0000","6.3633","-1.7380","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.5196"
"2.300","6.1267","9","-0.0359","0.0343","0.8917","-93.7468","-11.7971","14.2090","21.8880","0.1600","8.2655","23.07707464","113.53030033","44.8354","11.3296","-83.2250","-85.3625","-84.8000","-87.1875","-87.0000","-86.5625","-86.0125","-87.0625","0.6226","0.5469","-2.1250","118.5958","1028.0209","1052.8959","1.9843","1.9694","549.3000","1.5610","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.0000","34.0000","0.0000","0.0000","9.1209","2361.8901","467.3542","2515.0625","959.0000","30.0000","6.0000","7.0000","27.0000","26.0000","6.4201","-1.8380","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.6049"
"2.350","6.2520","9","-0.0195","0.0327","0.8423","-92.4150","-6.3840","14.2152","21.8380","0.1600","15.5863","23.07707462","113.53029950","44.8625","11.3312","-84.8875","-85.2500","-84.9250","-87.0875","-86.7500","-87.1500","-86.4500","-85.7250","0.6287","0.5679","-2.1191","118.5813","1040.0000","1068.0000","1.9894","1.9796","549.3000","1.5610","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.0000","34.0000","0.0000","0.0000","6.9231","2336.6155","467.3936","2515.9893","961.0213","30.0000","6.0000","7.0000","27.0000","26.0000","6.4770","-1.3366","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.6905"
"2.400","6.3821","9","-0.0051","0.0313","0.8269","-91.2040","-1.6481","14.2234","21.8000","0.1588","61.6308","23.07707462","113.53029866","44.9146","11.3179","-84.0250","-85.4750","-85.5500","-86.6500","-87.3875","-86.8625","-85.0125","-87.3375","0.6665","0.5630","-2.0625","118.6333","1058.6171","1069.5957","1.9842","1.9848","549.3000","1.5610","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.3085","33.3830","0.0000","0.0000","4.4574","2305.9468","465.7979","2513.3298","966.3405","30.0000","6.0000","7.0000","27.0000","26.0000","6.5338","-0.3998","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.7777"
